manufacturer,model,serial_number,manufactured_date,device_type,equipment_age_years,capital_status,date_confidence,date_source,date_method,device_type_source
GE Healthcare,PATIENT DATA MODULE (PDM),SA318200468SA,2018-05-01,Patient Monitor,8,Review,High,serial_rule,"GE documented format: year ""18""=2018, fiscal week 20 ~ May",static_map
ZOLL Medical,X SERIES,AR18G033409,2018-07-01,Defibrillator/Monitor,8,Review,High,serial_rule,"ZOLL date code: ""18""=2018, ""G""=Jul",static_map
GE Healthcare,PATIENT DATA MODULE (PDM),SA318360435SA,2018-09-01,Patient Monitor,8,Review,High,serial_rule,"GE documented format: year ""18""=2018, fiscal week 36 ~ Sep",static_map
ZOLL Medical,R SERIES ALS,AF18L089149,2018-12-01,Defibrillator/Monitor,8,Review,High,serial_rule,"ZOLL date code: ""18""=2018, ""L""=Dec",static_map
GE Healthcare,PATIENT DATA MODULE (PDM),SPX18510114SA,2018-12-01,Patient Monitor,8,Review,High,serial_rule,"GE documented format: year ""18""=2018, fiscal week 51 ~ Dec",static_map
GE Healthcare,PATIENT DATA MODULE (PDM),SPX18510041SA,2018-12-01,Patient Monitor,8,Review,High,serial_rule,"GE documented format: year ""18""=2018, fiscal week 51 ~ Dec",static_map
GE Healthcare,PATIENT DATA MODULE (PDM),SPX18500865SA,2018-12-01,Patient Monitor,8,Review,High,serial_rule,"GE documented format: year ""18""=2018, fiscal week 50 ~ Dec",static_map
Edan Instruments,F9EXPRESS,M19804740024,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740020,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740011,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740025,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740005,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740015,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740016,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M1980570002,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740001,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740013,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,F9EXPRESS,M19804740022,2019-01-01,Fetal Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320027,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19701080008,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19701080003,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19701080007,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19507110013,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19507110011,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19701080019,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320022,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19702060009,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320040,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320023,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320016,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320048,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320020,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320038,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320045,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320009,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,ELITEV5,M19805320026,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19110560012,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100850023,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100850015,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100850029,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100850033,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100850017,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100580024,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM50,M19100850001,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530018,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530004,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530017,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530014,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530019,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530008,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530010,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530016,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530003,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530011,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530006,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530005,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530007,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530001,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530013,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IM70,M19805530002,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413150003,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130058,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413150044,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413150007,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130016,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130058,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130060,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130011,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130027,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130015,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19706920013,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130013,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
Edan Instruments,IT20,M19413130052,2019-01-01,Patient Monitor,7,Review,Medium,serial_rule,"Edan M-block ""M19"" = year 2019; month not encoded",static_map
ZOLL Medical,RSERIES,AF19A091958,2019-01-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""A""=Jan",static_map
ZOLL Medical,R SERIES ALS,AF19B092952,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092950,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092199,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092935,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092455,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092465,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092949,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092928,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092207,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092946,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092943,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092936,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092428,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092467,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092223,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092456,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092482,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19B092446,2019-02-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""B""=Feb",static_map
ZOLL Medical,R SERIES ALS,AF19D096889,2019-04-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""D""=Apr",static_map
ZOLL Medical,R SERIES ALS,AF19E096912,2019-05-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""E""=May",static_map
ZOLL Medical,R SERIES ALS,AF19F099133,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099132,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099189,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099267,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099254,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099305,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099263,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099134,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,R SERIES ALS,AF19F099298,2019-06-01,Defibrillator/Monitor,7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""F""=Jun",static_map
ZOLL Medical,AEDPLUS,(21) X19G176549,2019-07-01,AED (Defibrillator),7,Review,High,serial_rule,"ZOLL date code: ""19""=2019, ""G""=Jul",static_map
Edan Instruments,IM3,262096-M20706520060,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IM3,261436-M20903720061,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IM3,261436-M20903720005,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IM70,260066-M20320530023,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IM70,260066-M20320530024,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IM70,260066-M20320530007,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IM70,260066-M20320530030,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IT20,M2012320037,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IT20,M20403290003,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Edan Instruments,IT20,M20403290001,2020-01-01,Patient Monitor,6,Active,Medium,serial_rule,"Edan M-block ""M20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2053244X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A202057084X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2060906X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2066575X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2057370X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2055074X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2057912X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2057043X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2062842X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2060107X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2066567X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2057032X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A206611345X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2066565X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
Welch Allyn,FILAC3000,A2055919X,2020-01-01,Thermometer,6,Active,High,serial_rule,"Welch Allyn ""A20"" = year 2020; month not encoded",static_map
ZOLL Medical,X SERIES,AR20A045649,2020-01-01,Defibrillator/Monitor,6,Active,High,serial_rule,"ZOLL date code: ""20""=2020, ""A""=Jan",static_map
ZOLL Medical,X SERIES,AR20A045327,2020-01-01,Defibrillator/Monitor,6,Active,High,serial_rule,"ZOLL date code: ""20""=2020, ""A""=Jan",static_map
ZOLL Medical,X SERIES,AR20B046467,2020-02-01,Defibrillator/Monitor,6,Active,High,serial_rule,"ZOLL date code: ""20""=2020, ""B""=Feb",static_map
ZOLL Medical,X SERIES,AR20C047049,2020-03-01,Defibrillator/Monitor,6,Active,High,serial_rule,"ZOLL date code: ""20""=2020, ""C""=Mar",static_map
ZOLL Medical,X SERIES,AR20C047039,2020-03-01,Defibrillator/Monitor,6,Active,High,serial_rule,"ZOLL date code: ""20""=2020, ""C""=Mar",static_map
Edan Instruments,F9EXPRESS,560039-M21C11330002,2021-01-01,Fetal Monitor,5,Active,Medium,serial_rule,"Edan M-block ""M21"" = year 2021; month not encoded",static_map
Edan Instruments,IM3,261436-M21508650086,2021-01-01,Patient Monitor,5,Active,Medium,serial_rule,"Edan M-block ""M21"" = year 2021; month not encoded",static_map
Edan Instruments,IM3,261436-M21508650088,2021-01-01,Patient Monitor,5,Active,Medium,serial_rule,"Edan M-block ""M21"" = year 2021; month not encoded",static_map
Edan Instruments,IM3,261436-M21508650067,2021-01-01,Patient Monitor,5,Active,Medium,serial_rule,"Edan M-block ""M21"" = year 2021; month not encoded",static_map
Edan Instruments,IT20,M21203860030,2021-01-01,Patient Monitor,5,Active,Medium,serial_rule,"Edan M-block ""M21"" = year 2021; month not encoded",static_map
Edan Instruments,IT20,M21203860028,2021-01-01,Patient Monitor,5,Active,Medium,serial_rule,"Edan M-block ""M21"" = year 2021; month not encoded",static_map
Mindray,BENEVISION N15,F5-11025372,2021-01-01,Patient Monitor,5,Active,High,serial_rule,"Mindray date code: ""1""=2021, ""1""=Jan",static_map
Stryker,1061,2021005801196,2021-01-01,Stretcher,5,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2021,static_map
Stryker,1061,2021005801198,2021-01-01,Stretcher,5,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2021,static_map
Stryker,1061,2021005801199,2021-01-01,Stretcher,5,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2021,static_map
Stryker,1061,2021005801197,2021-01-01,Stretcher,5,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2021,static_map
ZOLL Medical,X SERIES,AR21A054264,2021-01-01,Defibrillator/Monitor,5,Active,High,serial_rule,"ZOLL date code: ""21""=2021, ""A""=Jan",static_map
Edan Instruments,IT20,M22411170006,2022-01-01,Patient Monitor,4,Active,Medium,serial_rule,"Edan M-block ""M22"" = year 2022; month not encoded",static_map
Edan Instruments,IT20,M22411170008,2022-01-01,Patient Monitor,4,Active,Medium,serial_rule,"Edan M-block ""M22"" = year 2022; month not encoded",static_map
Stryker,1061,2022005800690,2022-01-01,Stretcher,4,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2022,static_map
Stryker,1061,2022005800345,2022-01-01,Stretcher,4,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2022,static_map
Stryker,1061,2022005800343,2022-01-01,Stretcher,4,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2022,static_map
Stryker,1061,2022005800691,2022-01-01,Stretcher,4,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2022,static_map
Stryker,1061,2022005800344,2022-01-01,Stretcher,4,Active,High,serial_rule,Stryker leading 4 digits = manufacture year 2022,static_map
ZOLL Medical,AEDPLUS,X22E470885,2022-05-01,AED (Defibrillator),4,Active,High,serial_rule,"ZOLL date code: ""22""=2022, ""E""=May",static_map
ZOLL Medical,X SERIES,AR22E067679,2022-05-01,Defibrillator/Monitor,4,Active,High,serial_rule,"ZOLL date code: ""22""=2022, ""E""=May",static_map
Mindray,EPM12MA,AH9-26000857,2022-06-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""6""=Jun",static_map
Mindray,EPM12MA,AH9-26000861,2022-06-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""6""=Jun",static_map
Mindray,EPM12MA,AH9-26000860,2022-06-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""6""=Jun",static_map
Mindray,EPM12MA,AH9-26000859,2022-06-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""6""=Jun",static_map
ZOLL Medical,AEDPLUS,X22F478419,2022-06-01,AED (Defibrillator),4,Active,High,serial_rule,"ZOLL date code: ""22""=2022, ""F""=Jun",static_map
Mindray,EPM12MA,AH9-27000897,2022-07-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""7""=Jul",static_map
Mindray,BENEVISION N15,FS-28042613,2022-08-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""8""=Aug",static_map
Mindray,BENEVISION N15,FS-28042614,2022-08-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""8""=Aug",static_map
Mindray,BENEVISION N15,FS-28042615,2022-08-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""8""=Aug",static_map
Mindray,BENEVISION N15,F5-28042623,2022-08-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""8""=Aug",static_map
Mindray,BENEVISION N15,FS-28042602,2022-08-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""8""=Aug",static_map
Mindray,BENEVISION N15,FS-28042236,2022-08-01,Patient Monitor,4,Active,High,serial_rule,"Mindray date code: ""2""=2022, ""8""=Aug",static_map
ZOLL Medical,X SERIES,AR22L073058,2022-12-01,Defibrillator/Monitor,4,Active,High,serial_rule,"ZOLL date code: ""22""=2022, ""L""=Dec",static_map
Edan Instruments,F9EXPRESS,560039-M23909480002,2023-01-01,Fetal Monitor,3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,M23116470007,2023-01-01,Electrocardiograph (ECG),3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,460016-M23116470013,2023-01-01,Electrocardiograph (ECG),3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,460016-M23801490029,2023-01-01,Electrocardiograph (ECG),3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,460016-M23801490022,2023-01-01,Electrocardiograph (ECG),3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
